t,x,y
4.77E+02,-8.03E-02,-2.02E-01
4.82E+02,-8.26E-02,-2.05E-01
4.87E+02,-8.26E-02,-2.05E-01
4.92E+02,-8.26E-02,-2.05E-01
4.97E+02,-8.33E-02,-2.06E-01
5.02E+02,-8.83E-02,-2.10E-01
5.07E+02,-8.52E-02,-2.08E-01
5.12E+02,-8.52E-02,-2.08E-01
5.17E+02,-8.67E-02,-2.09E-01
5.22E+02,-8.91E-02,-2.12E-01
5.27E+02,-8.83E-02,-2.11E-01
5.32E+02,-8.81E-02,-2.12E-01
5.37E+02,-8.88E-02,-2.13E-01
5.42E+02,-9.02E-02,-2.13E-01
5.47E+02,-9.08E-02,-2.15E-01
5.52E+02,-9.24E-02,-2.16E-01
5.57E+02,-9.22E-02,-2.16E-01
5.62E+02,-9.54E-02,-2.19E-01
5.67E+02,-9.53E-02,-2.19E-01
5.72E+02,-9.49E-02,-2.19E-01
5.77E+02,-9.49E-02,-2.19E-01
5.82E+02,-9.87E-02,-2.21E-01
5.87E+02,-9.94E-02,-2.22E-01
5.92E+02,-9.90E-02,-2.22E-01
5.97E+02,-9.83E-02,-2.22E-01
6.02E+02,-9.90E-02,-2.23E-01
6.07E+02,-1.00E-01,-2.24E-01
6.12E+02,-1.02E-01,-2.25E-01
6.17E+02,-1.02E-01,-2.25E-01
6.22E+02,-1.02E-01,-2.26E-01
6.28E+02,-1.06E-01,-2.28E-01
6.33E+02,-1.05E-01,-2.29E-01
6.38E+02,-1.05E-01,-2.29E-01
6.43E+02,-1.05E-01,-2.29E-01
6.48E+02,-1.08E-01,-2.30E-01
6.53E+02,-1.08E-01,-2.31E-01
6.58E+02,-1.09E-01,-2.32E-01
6.63E+02,-1.09E-01,-2.33E-01
6.68E+02,-1.11E-01,-2.34E-01
6.73E+02,-1.12E-01,-2.35E-01
6.78E+02,-1.13E-01,-2.36E-01
6.83E+02,-1.16E-01,-2.38E-01
6.88E+02,-1.16E-01,-2.38E-01
6.93E+02,-1.16E-01,-2.38E-01
6.98E+02,-1.16E-01,-2.38E-01
7.03E+02,-1.17E-01,-2.39E-01
7.08E+02,-1.18E-01,-2.41E-01
7.13E+02,-1.18E-01,-2.41E-01
7.18E+02,-1.19E-01,-2.41E-01
7.23E+02,-1.21E-01,-2.43E-01
7.28E+02,-1.21E-01,-2.43E-01
7.33E+02,-1.21E-01,-2.43E-01
7.38E+02,-1.21E-01,-2.43E-01
7.43E+02,-1.22E-01,-2.44E-01
7.48E+02,-1.24E-01,-2.46E-01
7.53E+02,-1.24E-01,-2.46E-01
7.58E+02,-1.23E-01,-2.48E-01
7.63E+02,-1.24E-01,-2.49E-01
7.68E+02,-1.25E-01,-2.49E-01
7.73E+02,-1.25E-01,-2.49E-01
7.78E+02,-1.26E-01,-2.50E-01
7.83E+02,-1.26E-01,-2.51E-01
7.88E+02,-1.28E-01,-2.52E-01
7.93E+02,-1.28E-01,-2.52E-01
7.98E+02,-1.28E-01,-2.53E-01
8.03E+02,-1.29E-01,-2.55E-01
8.08E+02,-1.30E-01,-2.55E-01
8.13E+02,-1.30E-01,-2.56E-01
8.18E+02,-1.31E-01,-2.55E-01
8.23E+02,-1.30E-01,-2.54E-01
8.28E+02,-1.35E-01,-2.58E-01
8.33E+02,-1.35E-01,-2.59E-01
8.38E+02,-1.35E-01,-2.59E-01
8.43E+02,-1.39E-01,-2.62E-01
8.48E+02,-1.41E-01,-2.63E-01
8.53E+02,-1.46E-01,-2.69E-01
