t,x,y
3.97E+02,-6.90E+00,-1.54E+01
4.02E+02,-7.16E+00,-1.58E+01
4.07E+02,-7.16E+00,-1.59E+01
4.12E+02,-7.16E+00,-1.59E+01
4.17E+02,-7.16E+00,-1.59E+01
4.22E+02,-7.25E+00,-1.60E+01
4.27E+02,-7.25E+00,-1.62E+01
4.32E+02,-7.38E+00,-1.62E+01
4.37E+02,-7.42E+00,-1.62E+01
4.42E+02,-7.68E+00,-1.67E+01
4.47E+02,-7.60E+00,-1.66E+01
4.52E+02,-7.68E+00,-1.66E+01
4.57E+02,-7.68E+00,-1.67E+01
4.62E+02,-7.86E+00,-1.69E+01
4.67E+02,-7.86E+00,-1.69E+01
4.72E+02,-7.99E+00,-1.68E+01
4.77E+02,-7.99E+00,-1.70E+01
4.82E+02,-8.25E+00,-1.73E+01
4.87E+02,-8.25E+00,-1.74E+01
4.92E+02,-8.12E+00,-1.74E+01
4.97E+02,-8.12E+00,-1.74E+01
5.02E+02,-8.46E+00,-1.76E+01
5.07E+02,-8.46E+00,-1.77E+01
5.12E+02,-8.46E+00,-1.77E+01
5.17E+02,-8.46E+00,-1.78E+01
5.22E+02,-8.85E+00,-1.82E+01
5.27E+02,-8.59E+00,-1.79E+01
5.32E+02,-8.68E+00,-1.80E+01
5.37E+02,-8.98E+00,-1.83E+01
5.42E+02,-8.90E+00,-1.82E+01
5.47E+02,-8.98E+00,-1.83E+01
5.52E+02,-8.98E+00,-1.83E+01
5.57E+02,-8.98E+00,-1.83E+01
5.62E+02,-9.16E+00,-1.84E+01
5.67E+02,-9.25E+00,-1.85E+01
5.72E+02,-9.12E+00,-1.85E+01
5.77E+02,-9.25E+00,-1.86E+01
5.82E+02,-9.42E+00,-1.89E+01
5.87E+02,-9.51E+00,-1.89E+01
5.92E+02,-9.51E+00,-1.89E+01
5.97E+02,-9.51E+00,-1.89E+01
6.02E+02,-9.64E+00,-1.91E+01
6.07E+02,-9.64E+00,-1.91E+01
6.12E+02,-9.81E+00,-1.93E+01
6.17E+02,-9.81E+00,-1.93E+01
6.23E+02,-9.90E+00,-1.94E+01
6.28E+02,-9.94E+00,-1.94E+01
6.33E+02,-1.00E+01,-1.95E+01
6.38E+02,-1.00E+01,-1.95E+01
6.43E+02,-1.03E+01,-1.99E+01
6.48E+02,-1.03E+01,-1.99E+01
6.53E+02,-1.03E+01,-1.99E+01
6.58E+02,-1.03E+01,-1.99E+01
6.63E+02,-1.03E+01,-1.99E+01
6.68E+02,-1.05E+01,-2.02E+01
6.73E+02,-1.06E+01,-2.02E+01
6.78E+02,-1.05E+01,-2.00E+01
6.83E+02,-1.08E+01,-2.05E+01
6.88E+02,-1.08E+01,-2.05E+01
6.93E+02,-1.08E+01,-2.05E+01
6.98E+02,-1.08E+01,-2.05E+01
7.03E+02,-1.12E+01,-2.07E+01
7.08E+02,-1.12E+01,-2.07E+01
7.13E+02,-1.11E+01,-2.07E+01
7.18E+02,-1.11E+01,-2.07E+01
7.23E+02,-1.15E+01,-2.10E+01
7.28E+02,-1.15E+01,-2.10E+01
7.33E+02,-1.15E+01,-2.10E+01
7.38E+02,-1.15E+01,-2.11E+01
7.43E+02,-1.16E+01,-2.11E+01
7.48E+02,-1.16E+01,-2.12E+01
7.53E+02,-1.17E+01,-2.13E+01
7.58E+02,-1.17E+01,-2.13E+01
7.63E+02,-1.18E+01,-2.14E+01
7.68E+02,-1.19E+01,-2.15E+01
7.73E+02,-1.19E+01,-2.15E+01
7.78E+02,-1.19E+01,-2.15E+01
7.83E+02,-1.21E+01,-2.17E+01
7.88E+02,-1.22E+01,-2.17E+01
7.93E+02,-1.22E+01,-2.17E+01
7.98E+02,-1.24E+01,-2.21E+01
8.03E+02,-1.24E+01,-2.21E+01
8.08E+02,-1.24E+01,-2.21E+01
8.13E+02,-1.24E+01,-2.21E+01
8.18E+02,-1.24E+01,-2.21E+01
8.23E+02,-1.27E+01,-2.23E+01
8.28E+02,-1.27E+01,-2.23E+01
8.33E+02,-1.27E+01,-2.23E+01
8.38E+02,-1.27E+01,-2.23E+01
8.43E+02,-1.29E+01,-2.25E+01
8.48E+02,-1.30E+01,-2.25E+01
8.53E+02,-1.30E+01,-2.25E+01
8.58E+02,-1.31E+01,-2.25E+01
8.63E+02,-1.34E+01,-2.28E+01
8.69E+02,-1.34E+01,-2.28E+01
8.74E+02,-1.34E+01,-2.28E+01
8.79E+02,-1.35E+01,-2.29E+01
8.84E+02,-1.35E+01,-2.29E+01
8.89E+02,-1.36E+01,-2.29E+01
8.94E+02,-1.36E+01,-2.30E+01
8.99E+02,-1.39E+01,-2.31E+01
9.04E+02,-1.39E+01,-2.31E+01
9.09E+02,-1.39E+01,-2.31E+01
9.14E+02,-1.40E+01,-2.33E+01
9.19E+02,-1.40E+01,-2.33E+01
9.24E+02,-1.43E+01,-2.35E+01
9.29E+02,-1.42E+01,-2.35E+01
9.34E+02,-1.42E+01,-2.35E+01
9.39E+02,-1.42E+01,-2.35E+01
9.44E+02,-1.45E+01,-2.37E+01
9.49E+02,-1.45E+01,-2.37E+01
9.54E+02,-1.45E+01,-2.37E+01
9.59E+02,-1.45E+01,-2.37E+01
9.64E+02,-1.47E+01,-2.38E+01
9.69E+02,-1.47E+01,-2.38E+01
9.74E+02,-1.48E+01,-2.38E+01
9.79E+02,-1.48E+01,-2.39E+01
9.84E+02,-1.49E+01,-2.40E+01
9.89E+02,-1.50E+01,-2.41E+01
9.94E+02,-1.52E+01,-2.41E+01
9.99E+02,-1.52E+01,-2.41E+01
1.00E+03,-1.52E+01,-2.41E+01
1.01E+03,-1.53E+01,-2.43E+01
1.01E+03,-1.53E+01,-2.43E+01
1.02E+03,-1.54E+01,-2.44E+01
1.02E+03,-1.54E+01,-2.44E+01
1.03E+03,-1.56E+01,-2.45E+01
1.03E+03,-1.56E+01,-2.45E+01
1.04E+03,-1.56E+01,-2.46E+01
1.04E+03,-1.58E+01,-2.46E+01
1.05E+03,-1.58E+01,-2.46E+01
1.05E+03,-1.59E+01,-2.47E+01
1.06E+03,-1.59E+01,-2.47E+01
1.06E+03,-1.62E+01,-2.48E+01
1.07E+03,-1.62E+01,-2.48E+01
1.07E+03,-1.62E+01,-2.48E+01
1.08E+03,-1.65E+01,-2.51E+01
1.08E+03,-1.65E+01,-2.52E+01
1.09E+03,-1.67E+01,-2.52E+01
1.09E+03,-1.67E+01,-2.52E+01
1.10E+03,-1.68E+01,-2.53E+01
1.10E+03,-1.69E+01,-2.54E+01
1.11E+03,-1.70E+01,-2.54E+01
1.11E+03,-1.71E+01,-2.55E+01
1.12E+03,-1.71E+01,-2.55E+01
1.12E+03,-1.74E+01,-2.58E+01
1.13E+03,-1.74E+01,-2.58E+01
1.13E+03,-1.74E+01,-2.58E+01
1.14E+03,-1.77E+01,-2.61E+01
1.14E+03,-1.79E+01,-2.62E+01
1.15E+03,-1.81E+01,-2.61E+01
1.15E+03,-1.83E+01,-2.62E+01
1.16E+03,-1.84E+01,-2.64E+01
1.16E+03,-1.86E+01,-2.66E+01
1.17E+03,-1.87E+01,-2.66E+01
1.17E+03,-1.92E+01,-2.67E+01
1.18E+03,-1.97E+01,-2.70E+01
1.18E+03,-2.05E+01,-2.76E+01
1.19E+03,-2.43E+01,-2.92E+01
